Artist,Song,Total Stream,MediumPositionsINTERN,MediumPositionsALL,PresenceIN,Markets,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Key,Mode,Duration_ms,Tempo,Genre
Ghali,Good Times,362487,2.0,0.03,1,78,0.0315,719,736,0,0.0988,-6.32,0.0779,595,4,0,163073,109028,italian hip hop
Ghali,Marymango (feat. tha Supreme),222288,11.0,0.18,1,78,0.0354,477,755,0,0.1,-5781,164,585,10,0,204984,81283,italian hip hop
Giaime,"PAROLA - feat. Lazza, Emis Killa",119954,34.0,0.55,1,79,311,722,747,0.000821,112,-7028,0.0792,477,4,0,203415,164092,italian hip hop
Gilli,Vai Amor,22069,45.0,0.73,1,79,0.0418,0.89,662,0.0258,0.0594,-5462,199,837,0,1,166353,129988,danish hip hop
Giulia Be,menina solta,321965,13.0,0.21,2,78,331,632,559,0,0.16,-6.74,0.0797,673,11,0,150026,91811,brazilian edm
Gradur,Ne reviens pas,280883,15.67,0.25,3,79,212,932,778,0,168,-3384,0.0638,933,10,0,188613,124996,french hip hop
Greekazo,ICE CREAM,79718,17.0,0.27,1,79,371,819,542,0,112,-8.0,449,601,9,0,181682,107182,swedish urban
Greekazo,PUTA,63493,32.0,0.52,1,79,249,0.92,0.48,2.19e-06,0.0661,-9.57,221,797,5,0,155368,95.03,swedish urban
Grey,LALALA,9350,18.0,0.29,1,78,167,892,281,2.88e-06,0.0981,-11999,0.25,148,9,1,146375,100004,pop edm
Grogi,Gelemem,61783,44.0,0.71,1,79,197,865,0.75,1.48e-05,0.0941,-8535,196,589,10,0,186777,126959,turkish hip hop
Guilherme & Benuto,3 Batidas - Ao Vivo,318900,16.0,0.26,1,79,611,552,709,0,763,-5435,129,528,8,1,157186,117582,sertanejo pop
Guru Randhawa,Lagdi Lahore Di,71036,22.0,0.35,1,79,233,786,797,0,0.0861,-4063,0.0414,453,6,1,215368,95014,desi pop
Gustavo Mioto,Com ou Sem Mim - Ao Vivo,389026,10.0,0.16,1,79,159,605,0.72,0,956,-3616,0.0481,296,7,0,201856,141954,sertanejo
Gusttavo Lima,A Gente Fez Amor - Ao Vivo,493744,2.0,0.03,1,79,366,793,937,4.27e-06,962,-2.44,0.0336,827,8,0,237517,134012,sertanejo universitario
Gusttavo Lima,Carreira Solo - Ao Vivo,200511,43.0,0.69,1,79,0.41,805,932,0,873,-1151,0.0375,916,2,1,215767,126931,sertanejo universitario
Gusttavo Lima,Quem Traiu Levou - Ao Vivo,219422,33.0,0.53,1,79,323,585,958,2.98e-06,324,-2396,0.0798,832,11,1,154183,173.99,sertanejo universitario
Gzuz,Ausgezahlt,1134,41.0,0.66,1,79,241,652,651,0,319,-7568,0.28,339,11,0,158548,86446,deep german hip hop
Gzuz,Donuts,204418,27.33,0.44,3,79,0.0973,784,703,8.32e-05,0.0754,-7491,236,556,11,0,162938,141035,deep german hip hop
Gzuz,Gazozial,1412,31.0,0.5,1,79,0.0782,469,641,2.54e-06,142,-6138,374,0.32,0,1,158642,182234,deep german hip hop
Gzuz,Kopfnüsse,1057,49.0,0.79,1,79,0.0784,766,743,0,208,-6261,396,528,8,1,152313,141952,deep german hip hop
Gzuz,Loco,1221,39.0,0.63,1,79,0.0633,782,667,0,154,-7544,322,704,6,1,148248,98931,deep german hip hop
Gzuz,Nie erwartet,1057,50.0,0.81,1,79,0.0539,671,748,1.8e-06,102,-6.47,0.29,192,9,0,159209,96.29,deep german hip hop
Gzuz,Verkackt,191730,30.0,0.48,3,79,0.0509,774,805,0,149,-5896,302,261,11,0,136974,92735,deep german hip hop
Gzuz,Was hat es gebracht,1108,42.0,0.68,1,79,0.29,828,639,0,0.0963,-7269,341,625,4,0,153119,81.97,deep german hip hop
HONNE,Location Unknown ◐ - Brooklyn Session,142756,20.0,0.32,1,78,941,508,293,0,0.0787,-7.47,0.0446,395,5,1,328050,91511,uk pop
HY,366日,52857,33.0,0.53,1,1,675,378,426,0,207,-7314,0.0308,184,8,1,352507,152.03,italian underground hip hop
Halsey,You should be sad,1392414,29.96,0.48,25,79,143,591,585,0,109,-6.35,0.0277,324,2,1,205473,110.94,dance pop
Hanan Ben Ari,אלוף העולם,9951,8.0,0.13,1,70,746,583,433,0,133,-8309,0.0501,0.22,10,0,215625,127513,israeli pop
Hanan Ben Ari,אם תרצי,7926,24.0,0.39,1,70,355,0.67,597,0,328,-9.85,0.0362,778,11,0,176000,131036,israeli pop
Hande Ünsal,Daha İyi,66331,38.0,0.61,1,1,0.0771,702,777,0,242,-6537,0.0406,462,5,0,183344,123966,turkish pop
Hanna Ferm,Brave,120405,5.0,0.08,1,79,257,554,658,0,117,-4308,0.0738,586,7,0,173000,178073,swedish pop
Harry Styles,Adore You,1568738,25.79,0.42,24,79,0.0237,676,771,7E-06,102,-3675,0.0483,569,8,1,207133,99048,pop
Harry Styles,Falling,174873,32.5,0.52,2,79,839,567,267,1.46e-06,89,-6502,0.0299,0.0592,4,1,240133,110011,pop
Harry Styles,Watermelon Sugar,149505,39.67,0.64,3,79,122,548,816,0,335,-4209,0.0465,557,0,1,174000,95.39,pop
Hawk,Deja Vu,5079,36.0,0.58,1,79,373,449,548,2.99e-06,0.0883,-7743,153,176,6,0,179917,70766,art rock
Henrique & Juliano,Briga Feia - Ao Vivo,254961,26.0,0.42,1,79,108,0.59,846,0,0.93,-5501,0.0616,565,11,1,194580,167991,sertanejo universitario
Henrique & Juliano,Liberdade Provisória - Ao Vivo,616788,1.0,0.02,1,79,627,668,684,0,923,-5937,0.0527,0.7,1,1,187986,108138,sertanejo universitario
Henrique & Juliano,Volta por Baixo - Ao Vivo,305253,19.0,0.31,1,79,386,531,771,0,942,-5897,0.05,467,10,1,192632,123414,sertanejo universitario
Herman Flesvig,Haugenstua,80996,3.0,0.05,1,79,0.0488,884,658,0,0.0827,-10398,195,0.6,6,0,149044,141972,norwegian pop
Herra Hnetusmjör,ESSUKAJEMEINA (Veistu Hvað Ég Meina),7427,3.0,0.05,1,79,0.0519,784,589,0,217,-7415,281,593,2,1,161699,159804,icelandic hip hop
Heuss L'enfoiré,Moulaga,205051,23.0,0.37,2,66,327,0.71,699,4.64e-06,0.0975,-4664,0.1,484,7,0,179868,125051,french hip hop
Hindia,Rumah Ke Rumah,110011,29.0,0.47,1,79,456,0.72,786,616,186,-7396,0.0319,488,11,1,277457,116032,indonesian pop
Hindia,Secukupnya,269127,3.0,0.05,1,79,0.19,731,796,0.0606,354,-5098,0.0344,933,9,0,205466,102006,indonesian pop
Hins Cheung,春秋,6035,41.0,0.66,1,55,805,0.39,502,0,0.2,-5508,27,451,7,1,259827,98687,c-pop
Hoang Thuy Linh,De Mi Noi Cho Ma Nghe,8434,41.0,0.66,1,79,465,707,851,2.92e-06,138,-3684,0.0654,738,0,1,193877,155966,v-pop
Hoang Thuy Linh,Duyen Am,10548,24.0,0.39,1,79,475,0.75,649,0.000382,0.19,-5.15,0.0437,402,4,1,179541,99997,v-pop
Hoang Thuy Linh,Em Day Chang Phai Thuy Kieu,8562,40.0,0.65,1,79,681,666,492,0.00436,131,-8214,0.0504,683,7,0,214500,87996,v-pop
Hornet La Frappe,Calumet,138840,25.0,0.4,1,3,353,785,573,0,112,-7521,169,392,1,0,181280,117923,french hip hop
Hov1,Mitten av september,52514,49.0,0.79,1,79,387,677,587,0,158,-7543,327,377,11,1,197654,129946,swedish pop
I Belong to the Zoo,Sana,102230,38.0,0.61,1,79,701,0.66,373,0,226,-7874,29,348,7,1,277099,126887,opm
IZ*ONE,FIESTA,6196,39.0,0.63,1,79,62,758,927,0,343,-2105,0.0537,738,7,1,217760,122999,k-pop
Ian,60 De Zile,4918,26.0,0.42,1,79,0.0507,779,448,0,159,-7985,0.0458,465,3,0,176700,98033,melodic rap
Ian,Bag Un Blunt,4191,40.0,0.65,1,79,156,844,642,2.55e-05,129,-8847,241,573,8,1,179500,150021,melodic rap
Ian,Mili,6016,16.0,0.26,1,79,832,613,471,2.73e-05,104,-10348,107,138,10,0,173333,162129,melodic rap
Ian,Nefiu,4725,29.0,0.47,1,79,459,738,299,0.00225,102,-13289,247,334,2,1,185000,166018,melodic rap
Ida Paul & Kalle Lindroth,Päiväuni,29003,10.0,0.16,1,78,397,725,727,0,0.38,-6539,0.0326,662,1,0,225404,119966,finnish dance pop
Idan Amedi,חלק מהזמן,6507,40.0,0.65,1,79,626,568,455,0,129,-7611,0.0308,641,3,0,223453,68464,israeli pop
Idan Raichel,ואם תבואי אליי,6678,38.0,0.61,1,1,504,727,875,0,0.0995,-5273,0.0326,232,1,0,212800,112023,classic israeli pop
Imagine Dragons,Bad Liar,101208,38.0,0.61,1,79,0.0722,383,637,0,368,-6993,0.0703,0.0827,3,1,260773,177913,modern rock
Indigo,ถ้าฉันเป็นเขา,32587,17.0,0.27,1,79,513,557,681,0.000449,332,-6.75,104,376,11,0,241154,156022,folk
Indigo,พัง,25271,29.0,0.47,1,79,377,737,582,0,101,-8377,0.0303,591,7,0,228624,93025,folk
Ingi Bauer,Dicks,1882,47.0,0.76,1,79,388,837,649,2.11e-06,122,-9164,351,331,11,0,155238,125.95,icelandic pop
Ingó Veðurguð,Í kvöld er gigg,2414,30.0,0.48,1,79,0.35,623,738,0,171,-7362,0.0432,0.67,5,1,195422,111962,icelandic pop
Ink Waruntorn,ดีใจด้วยนะ(Glad),21585,43.0,0.69,1,79,415,552,569,0,112,-4666,0.0277,349,9,1,279000,79995,thai idol
Isaac Kasule,Pas Oublié (feat. Gilli),44655,10.0,0.16,1,79,0.0139,745,557,0,0.0819,-5995,0.0469,395,8,1,179714,105034,danish hip hop
Isah,Zelda,30328,45.0,0.73,1,79,107,618,796,1.37e-06,201,-6625,0.0509,0.39,7,1,197397,84752,norwegian pop
Ishay Ribo,הלב שלי,7977,23.0,0.37,1,79,643,563,419,2.81e-05,0.0693,-9262,0.0294,256,3,1,239000,136.01,israeli pop
Ishay Ribo,לשוב הביתה,8171,18.0,0.29,1,79,0.51,0.73,448,1.26e-05,0.0926,-9074,0.0309,632,11,0,197481,104007,israeli pop
Itay Levi,לקחת את המפתחות,6750,34.0,0.55,1,70,655,466,441,0,101,-6096,127,345,10,0,207568,74097,israeli mediterranean
Itay Levi,קירות,6056,49.0,0.79,1,70,395,0.78,569,0,184,-7822,68,0.5,0,0,197073,123.03,israeli mediterranean
J Balvin,Blanco,715299,33.0,0.53,9,79,0.0253,0.87,706,0.0063,0.0872,-5395,126,593,9,0,145800,100013,latin
J Balvin,LA CANCIÓN,779780,29.73,0.48,15,79,152,754,646,1.85e-05,108,-5795,317,429,7,1,242573,176089,latin
J Balvin,Morado,1450290,21.71,0.35,17,79,137,881,696,4.13e-05,0.0927,-3838,0.0797,781,11,0,200667,97002,latin
J Balvin,QUE PRETENDES,357653,46.56,0.75,9,79,0.0275,639,791,0,362,-4443,253,939,10,0,222347,92603,latin
J Balvin,Rojo,1648740,18.24,0.29,17,79,0.15,652,595,0.000115,0.0842,-4.04,113,444,11,1,150853,172.27,latin
J Hus,Play Play (feat. Burna Boy),143307,34.0,0.55,1,79,275,763,704,0,108,-4818,308,735,0,1,205640,90005,grime
J-AX,La Mia Hit - feat. Max Pezzali,106216,38.0,0.61,1,79,0.0623,689,853,0,0.26,-6.11,0.0742,701,8,1,212640,100078,italian arena pop
JACKBOYS,OUT WEST (feat. Young Thug),7293,40.0,0.65,3,79,0.0104,802,591,0,196,-4895,225,309,8,1,157712,139864,rap
JAYLERR,ดี๊ดี (UNEXPECTED),58849,2.0,0.03,1,79,194,888,0.7,2.63e-06,311,-5077,0.0536,603,9,1,193895,95015,thai idol
JONY,Комета,1448,45.0,0.73,1,79,609,618,619,0,0.0949,-4569,0.0739,268,0,0,161143,139974,russian dance
JP Saxe,If The World Was Ending (feat. Julia Michaels),278781,34.17,0.55,6,78,866,464,473,0,109,-10086,129,604,1,1,208687,75801,canadian contemporary r&b
JUDE,零分,5977,42.0,0.68,1,78,731,557,536,0,0.0858,-7661,0.0313,391,4,1,254338,128865,funky tech house
JVG,Ikuinen vappu,18965,29.0,0.47,1,77,0.0602,668,767,0,185,-5285,0.0262,705,7,0,187653,121063,finnish dance pop
JVG,Pintakaasulla,19936,26.0,0.42,1,78,0.0568,632,701,0.000575,108,-7157,196,443,11,0,141581,129.29,finnish dance pop
Jaagup Tuisk,Beautiful Lie,1812,31.0,0.5,1,79,737,366,211,0,0.11,-12387,0.0525,117,0,1,196613,99.09,estonian pop
Jack Harlow,WHATS POPPIN,988819,31.29,0.5,7,78,17,923,604,0,272,-6671,245,826,11,0,139741,145062,deep underground hip hop
Jan-Rapowanie,Co ja wiem?,40142,39.0,0.63,1,79,303,806,745,0,165,-6673,231,747,10,0,177600,100064,polish hip hop
Jan-Rapowanie,Pilot,51520,17.0,0.27,1,79,392,0.68,654,1.05e-05,234,-9228,386,486,2,1,168000,99855,polish hip hop
Jan-Rapowanie,Wybory,36280,50.0,0.81,1,79,107,657,739,0,0.0883,-8509,316,406,5,0,272524,110027,polish hip hop
Jasmine Sandlas,Illegal Weapon 2.0,126779,2.0,0.03,1,79,101,805,919,0.00343,0.0598,-1294,0.0938,494,1,1,188606,94993,desi pop
Jason Chan,你瞞我瞞,6207,38.0,0.61,1,79,834,0.65,425,0,0.12,-7816,0.0266,403,9,1,237733,75988,c-pop
Javiielo,Pa Los Gustos Los Colores,123904,19.0,0.31,1,79,191,742,684,0.000111,0.0947,-5828,118,411,9,1,139810,80034,reggaeton flow
Jax Jones,This Is Real (ft. Ella Henderson),15382,41.0,0.66,1,77,0.0259,684,819,0.0775,0.0985,-5072,0.0413,607,6,1,199160,122008,dance pop
Jay Chou,說好不哭,56632,16.67,0.27,3,77,478,512,0.35,1.15e-06,0.0855,-11843,0.0311,343,10,1,222333,152023,c-pop
Jeremy Zucker,"always, i'll care",105242,44.5,0.72,2,79,918,784,278,0.000196,112,-10745,41,741,6,1,146147,105034,pop
Jeremy Zucker,comethru,236035,37.67,0.61,3,79,607,795,178,0,623,-11991,0.0574,608,0,1,181613,93982,pop
Jessica Shy,Rožė,1658,41.0,0.66,1,79,0.19,729,556,0,0.0916,-6588,0.0403,645,1,1,158400,99965,lithuanian pop
Jhay Cortez,Easy - Remix,116440,49.0,0.79,1,79,186,0.89,748,2.07e-06,133,-3844,0.0976,402,1,0,219867,94.06,latin
Jhay Cortez,Medusa,340793,33.0,0.53,8,79,194,886,604,3.15e-06,107,-7293,208,383,0,1,305333,98023,latin
Jhay Cortez,No Me Conoce - Remix,692963,30.36,0.49,14,79,145,806,786,0,0.0935,-3831,0.0741,0.58,10,0,309120,91973,latin
Joel Corry,Lonely,288764,9.5,0.15,2,76,0.0946,697,921,1.9e-05,159,-4283,0.0424,722,5,1,190955,123988,deep groove house
John Lennon,Happy Xmas (War Is Over) - Remastered,2636,13.0,0.21,1,79,319,328,607,0,765,-11076,0.0315,395,2,1,213880,146539,album rock
Joint One,Tou Na Festa,14807,31.0,0.5,1,79,292,966,387,3.45e-05,61,-13831,0.44,708,2,1,256990,120069,hip hop tuga
Joji,Sanctuary,108212,36.0,0.58,1,78,422,552,0.65,0.000275,372,-7199,128,316,1,1,180019,167788,alternative r&b
Joker Bra,AMEX BLACK,1099,43.0,0.69,1,79,294,789,521,0,0.0764,-5.58,0.41,422,4,1,174836,151855,german hip hop
Joker Bra,Baby,428566,15.33,0.25,3,78,166,771,921,0.000211,119,-4228,109,0.56,1,0,148125,128021,german hip hop
Jolin Tsai,玫瑰少年,16616,45.0,0.73,1,79,0.0577,648,716,2.16e-05,0.09,-6657,0.0401,287,10,0,191719,98014,mandopop
Jonas Brothers,What A Man Gotta Do,487936,35.2,0.57,10,79,0.00839,852,698,1.03e-06,0.0773,-7206,0.0629,324,9,1,180645,113039,boy band
Jorge & Mateus,Cheirosa - Ao Vivo,339463,13.0,0.21,1,78,0.24,528,0.87,0,333,-3123,0.0851,714,11,1,181930,152.37,sertanejo
Jorge & Mateus,Tijolão - Ao Vivo,250457,28.0,0.45,1,78,469,637,877,0,343,-3.68,198,691,4,0,175219,118889,sertanejo
Josylvio,Mama Bid,86470,34.0,0.55,1,79,194,558,638,3.99e-05,132,-7.11,302,554,6,1,286545,155138,dutch hip hop
José Feliciano,Feliz Navidad,3107,7.0,0.11,1,67,534,485,857,0,347,-7059,0.0442,963,2,1,182360,148749,latin pop
João Gustavo e Murilo,Lençol Dobrado,222082,32.0,0.52,1,78,361,707,664,0,331,-5042,0.0382,674,2,1,179165,124991,funk carioca
Juice WRLD,Bandit (with YoungBoy Never Broke Again),604122,50.0,0.81,2,79,0.0687,474,631,0,132,-5884,343,425,5,0,189323,180051,chicago rap
Juice WRLD,Lucid Dreams,7855,44.33,0.72,3,79,349,511,566,0,0.34,-7.23,0.2,218,6,0,239836,83903,chicago rap
Juicy Luicy,Tanpa Tergesa,95435,41.0,0.66,1,79,306,703,291,0,113,-7109,0.0278,449,11,1,218406,96058,indonesian pop
Juju,Kein Wort,328311,16.0,0.26,2,79,462,746,592,1.17e-05,187,-6861,0.0914,629,6,0,162094,160065,german hip hop
Juju,Vermissen (feat. Henning May),153496,45.0,0.73,1,79,169,717,668,0,0.0673,-5003,0.0554,464,9,0,161882,89045,german hip hop
Julie Bergan,Kiss Somebody,28833,48.0,0.77,1,78,0.0436,685,0.75,0,272,-4818,0.0837,688,11,1,138283,105054,norwegian pop
Julinho Ksd,Hoji N'ka ta Rola,21900,16.0,0.26,1,79,517,0.58,503,1.26e-05,117,-8658,263,542,0,0,236526,126588,hip hop tuga
Julinho Ksd,Sentimento Safari,14379,34.0,0.55,1,79,0.19,801,868,0,0.0761,-7882,397,393,8,0,205218,103017,hip hop tuga
Julinho Ksd,Vivi Good,16550,25.0,0.4,1,79,539,826,0.8,1.93e-06,0.0862,-7392,104,596,0,1,214872,104988,hip hop tuga
Justin Bieber,Forever (feat. Post Malone & Clever),348003,37.31,0.6,13,79,538,825,483,1.48e-05,204,-5746,0.08,892,8,0,219933,139.98,canadian pop
Justin Bieber,Intentions (feat. Quavo),3433607,12.18,0.2,39,79,0.3,806,546,0,102,-6637,0.0575,874,9,1,212867,147986,canadian pop
Justin Bieber,Mistletoe,2051,21.0,0.34,1,77,498,658,0.56,0,0.0794,-9049,0.0467,854,6,0,182947,161994,canadian pop
Justin Bieber,Yummy,1640738,30.47,0.49,32,79,345,676,506,0,118,-6652,0.0958,497,9,0,208520,145842,canadian pop
Justin Quiles,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",167416,39.33,0.63,6,78,0.0451,743,709,5.18e-06,0.0809,-3922,0.0879,831,3,0,258600,170001,latin
K-Clique,Mimpi (feat. Alif),19327,41.0,0.66,1,78,531,825,728,0.000109,0.0986,-7056,294,868,1,0,252800,149971,malaysian indie
KAROL G,Tusa,2611300,11.61,0.19,23,79,295,803,715,0.000134,0.0574,-3.28,298,574,2,1,200960,101085,latin
KEVVO,105 F Remix,4313,50.0,0.81,1,79,368,0.9,754,2.74e-06,286,-7016,156,741,5,0,464200,100045,perreo
KHEA,Dónde Estás,131719,19.5,0.31,2,79,493,706,622,0,102,-6032,113,615,7,1,153560,90022,argentine hip hop
Kabza De Small,Lorch,4143,38.0,0.61,1,79,0.17,913,681,2.12e-05,0.0677,-9914,0.0619,408,2,1,374961,112994,afro house
Kabza De Small,eMcimbini - Live,7780,7.0,0.11,1,79,0.00646,844,564,164,0.0231,-10817,0.0855,369,1,1,407788,112997,afro house
Kahraman Deniz,Böyle Sever,71562,35.0,0.56,1,79,122,582,643,0.000493,109,-8.26,0.0388,349,4,0,244308,180033,turkish pop
Kahraman Deniz,Uzak Gelecek,60945,45.0,0.73,1,79,176,653,561,0.0108,137,-11967,0.0442,278,6,0,241525,89975,turkish pop
Kaija Koo,Onnellinen loppu,16340,45.0,0.73,1,78,0.0517,551,676,0,111,-4749,0.0368,396,4,1,217646,81996,classic iskelma
Ke Personajes,Cómo estás,93256,40.5,0.65,2,79,289,0.59,857,4.21e-06,0.0414,-1986,0.0553,976,10,0,227396,135.29,cumbia pop
Kelly Clarkson,Underneath the Tree,2299,17.0,0.27,1,78,0.0013,509,812,1.99e-05,214,-5438,0.0537,689,8,1,229640,159876,dance pop
Kensington,Uncharted,85690,37.0,0.6,1,79,0.14,594,527,0,294,-6805,0.0308,226,10,1,241480,138956,dutch indie rock
Khalid,Know Your Worth,417000,40.0,0.65,11,79,145,0.79,694,0.00252,281,-7726,0.0708,508,9,0,181436,103007,alternative r&b
Kianush,KRIMINELL,189536,32.0,0.52,1,79,182,808,691,0,231,-6777,0.0898,615,2,0,186404,114957,german cloud rap
Killa Fonic,Haolo,5135,24.0,0.39,1,79,333,929,858,0,112,-3731,0.0812,786,2,1,171693,130018,romanian hip hop
Killa Fonic,Miami Bici,9806,5.0,0.08,1,79,0.0249,781,816,0,127,-5732,241,499,9,0,184421,94933,romanian hip hop
Kina,Can We Kiss Forever?,256718,46.0,0.74,5,79,894,522,128,26,0.0941,-18717,0.0357,124,4,1,187932,109986,pop
Kina,Get You The Moon (feat. Snøw),99023,40.0,0.65,1,79,0.72,498,235,0,144,-16541,188,0.0895,1,0,179080,118917,pop
King Gnu,Doron,94712,10.0,0.16,1,78,303,579,945,0,318,-1669,0.0474,576,8,1,182853,120057,j-pop
King Gnu,Hakujitsu,174973,3.0,0.05,1,78,562,605,891,0,322,-3242,115,697,1,1,276373,93011,j-pop
King Gnu,Hikoutei,85412,13.0,0.21,1,78,0.0711,475,841,0,358,-2.94,0.0446,469,1,1,260893,79.93,j-pop
King Gnu,Humor,49661,40.0,0.65,1,78,805,729,731,4.6e-05,242,-6325,0.0911,737,10,0,207427,105.06,j-pop
King Gnu,Small Planet,51368,38.0,0.61,1,78,0.0797,615,953,0.0186,198,-2996,0.0544,766,11,1,151773,119947,j-pop
King Gnu,Teenager Forever,90883,11.0,0.18,1,78,0.0676,498,0.92,0,342,-3546,109,702,0,1,189080,114901,j-pop
King Gnu,Umbrella,73762,19.0,0.31,1,78,374,709,0.88,0,0.0459,-4322,0.0487,687,10,1,203213,105084,j-pop
King Gnu,Vinyl,49080,43.0,0.69,1,78,0.0597,661,892,0,174,-3.83,111,728,1,1,294387,90018,j-pop
Konstantin,Майната ти Св. Валентин,1662,19.0,0.31,1,79,0.0471,658,0.82,0.000112,247,-4757,0.0336,667,6,1,220625,96036,entehno
Kontrafakt,G.O.a.T.,2809,46.0,0.74,1,79,287,0.57,771,0,206,-5767,348,412,4,0,167733,162114,czsk hip hop
Kontrafakt,Ideme Dnu,3593,28.0,0.45,1,79,136,764,521,1.58e-05,0.0877,-10334,374,878,11,0,167307,136082,czsk hip hop
Kontrafakt,Instagram,3635,27.0,0.44,1,79,0.0152,641,629,0,238,-4118,308,411,8,0,194827,82094,czsk hip hop
Kontrafakt,J Lo,7880,3.0,0.05,1,79,0.0852,0.92,524,0,0.0827,-5963,151,556,7,1,212360,110011,czsk hip hop
Kontrafakt,Mesiac,4351,18.0,0.29,1,79,0.0624,434,816,0,135,-4953,486,641,0,0,164147,72055,czsk hip hop
Kontrafakt,Neviditelnej,15360,14.5,0.23,2,79,249,648,716,0,117,-5937,106,545,7,0,231227,159933,czsk hip hop
Kontrafakt,Playbackaris,2970,43.0,0.69,1,79,0.00161,797,641,0,145,-4492,0.0534,291,5,0,232800,119003,czsk hip hop
Kontrafakt,Pocity,4574,16.0,0.26,1,79,0.0311,575,566,0,74,-8155,0.0632,88,6,0,206947,144015,czsk hip hop
Kontrafakt,Real Newz,3408,30.0,0.48,1,79,308,479,808,0,116,-5269,334,337,5,0,213667,82411,czsk hip hop
Kontrafakt,Si Sa Namotal,3902,23.0,0.37,1,79,0.0615,0.76,774,0,239,-5049,114,544,6,0,166493,117076,czsk hip hop
Kontrafakt,Čo Ja Viem,2966,44.0,0.71,1,79,109,566,646,0,619,-6331,324,478,11,0,150707,135155,czsk hip hop
Kraantje Pappie,Nacht,97924,27.0,0.44,1,79,339,753,843,0,0.11,-3434,329,339,7,1,213599,138005,dutch hip hop
Kris Kross Amsterdam,Loop Niet Weg,152061,9.0,0.15,1,79,0.0848,674,757,0,0.13,-3747,0.0717,249,11,0,185017,100097,dutch house
Kube,Japanese Drip,18197,33.0,0.53,1,79,0.0433,972,448,0.00455,106,-10784,204,152,6,0,164588,109023,finnish dance pop
Kunto Aji,Rehat,91853,44.0,0.71,1,79,849,327,252,213,145,-12514,0.0314,0.0708,2,1,354480,69989,indonesian indie
Kygo,Forever Yours - Avicii Tribute,66634,29.0,0.47,1,79,253,529,612,0,246,-8794,52,434,10,1,193847,119272,edm
L.A.B.,In the Air,44750,3.0,0.05,1,78,106,973,643,0.00141,0.0833,-8856,0.0452,967,9,0,252680,117986,nz reggae
LEX,Oxi Simera,5914,31.0,0.5,1,79,261,747,586,2.78e-05,0.11,-8799,0.0591,176,6,1,194400,99986,no genres
LOLO,PUB G (feat. Branco & Larry 44),50217,6.0,0.1,1,79,318,822,586,0,113,-6834,112,297,2,0,159723,118002,no genres
LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),25787,9.0,0.15,1,79,714,522,383,1.67e-05,106,-10962,0.0285,332,4,1,256000,150018,c-pop
Lady Gaga,Shallow,14878,41.0,0.66,3,79,371,572,385,0,231,-6362,0.0308,323,7,1,215733,95799,dance pop
Lady Gaga,Stupid Love,2215016,25.35,0.41,34,79,0.00146,676,815,0.00041,275,-4294,0.0625,796,8,1,193531,117973,dance pop
Larry,Woin Woin (feat. RK),117394,34.0,0.55,1,3,168,898,645,0,0.0748,-7.1,287,661,3,1,173773,130031,french hip hop
Lauv,Mean It,196052,22.33,0.36,3,78,0.0407,746,0.45,0,172,-8543,0.0872,336,7,1,232853,95998,pop
Lauv,Modern Loneliness,72101,30.0,0.48,4,78,144,702,508,0,108,-7105,35,143,8,1,252337,82008,pop
Lauv,Tattoos Together,113414,40.0,0.65,2,78,0.00575,862,0.4,7.49e-06,123,-7486,0.0736,596,4,1,186613,122963,pop
Lenny Tavárez,La Pared 360,76858,48.5,0.78,2,78,248,777,656,2.06e-06,139,-5823,158,833,2,0,154286,168103,reggaeton flow
Leo Santana,Contatinho - Ao Vivo Em São Paulo / 2019,208468,39.0,0.63,1,79,223,787,934,1.87e-05,951,-5136,0.0773,813,10,0,173230,152018,axe
Leona Lewis,One More Sleep,1492,41.0,0.66,1,79,468,639,815,0,344,-3845,0.0362,758,11,1,239587,112985,british soul
Levante,Tikibombom,148106,22.0,0.35,1,78,0.0272,472,604,0,0.0865,-4.9,0.0784,353,4,0,203133,171928,italian alternative
Lewis Capaldi,Before You Go,1172160,23.71,0.38,24,79,604,459,575,0,0.0885,-4858,0.0573,183,3,1,215107,111881,pop
Lewis Capaldi,Bruises,229570,32.5,0.52,4,79,946,736,308,0,186,-7.83,0.0677,361,4,1,220492,111202,pop
Lewis Capaldi,Hold Me While You Wait,140594,42.0,0.68,2,79,443,688,0.53,0,0.0995,-5507,0.0333,162,11,1,205687,106958,pop
Lewis Capaldi,Someone You Loved,1875193,25.19,0.41,32,79,751,501,405,0,105,-5679,0.0319,446,1,1,182161,109891,pop
Lexa,Chama Ela (feat. Pedro Sampaio),218192,35.0,0.56,1,78,0.46,888,841,9.12e-05,0.0568,-1933,147,964,6,1,120200,149994,baile pop
LiSA,Gurenge,106702,8.0,0.13,1,78,0.00339,545,979,0.000118,0.0775,-2.8,153,309,4,0,238587,135002,bow pop
Lil Baby,Commercial (feat. Lil Uzi Vert),610533,36.0,0.58,1,79,48,892,486,0,146,-8637,384,535,11,0,214215,120998,atl hip hop
Lil Baby,Heatin Up (feat. Gunna),1014626,17.0,0.27,2,79,0.0611,788,436,0,0.0979,-9435,364,341,1,1,177314,129847,atl hip hop
